sample_accession,library_source,toplevel_rank,tax_id,study_accession,run_accession,secondary_sample_accession,experiment_accession,scientific_name,instrument_platform,instrument_model,library_layout,library_strategy,library_selection,read_count,base_count,fastq_ftp,sra_ftp,class_id,class_name,fastq_filename
SAMN00839643,GENOMIC,Bacteria,1144332,PRJNA83059,SRR491290,SRS304626,SRX135089,Pseudomonas sp. GM50,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,20193932.0,4079174264.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491290/SRR491290_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR491/SRR491290,1236,Gammaproteobacteria,SRR491290_1.fastq.gz
SAMN00839643,GENOMIC,Bacteria,1144332,PRJNA83059,SRR491290,SRS304626,SRX135089,Pseudomonas sp. GM50,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,20193932.0,4079174264.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491290/SRR491290_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR491/SRR491290,1236,Gammaproteobacteria,SRR491290_2.fastq.gz
SAMN00839685,GENOMIC,Eukaryota,1169541,PRJNA38293,SRR540367,SRS463032,SRX142857,Fusarium oxysporum BFOL-51,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,10664716.0,2154272632.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/SRR540367/SRR540367_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR540/SRR540367,147550,Sordariomycetes,SRR540367_1.fastq.gz
SAMN00839685,GENOMIC,Eukaryota,1169541,PRJNA38293,SRR540367,SRS463032,SRX142857,Fusarium oxysporum BFOL-51,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,10664716.0,2154272632.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/SRR540367/SRR540367_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR540/SRR540367,147550,Sordariomycetes,SRR540367_2.fastq.gz
SAMN00839685,GENOMIC,Eukaryota,1169541,PRJNA38293,SRR543894,SRS463032,SRX142856,Fusarium oxysporum BFOL-51,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,14106700.0,2849553400.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR543/SRR543894/SRR543894_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR543/SRR543894,147550,Sordariomycetes,SRR543894_1.fastq.gz
SAMN00839685,GENOMIC,Eukaryota,1169541,PRJNA38293,SRR543894,SRS463032,SRX142856,Fusarium oxysporum BFOL-51,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,14106700.0,2849553400.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR543/SRR543894/SRR543894_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR543/SRR543894,147550,Sordariomycetes,SRR543894_2.fastq.gz
SAMN00862209,GENOMIC,Bacteria,1173466,PRJNA159357,SRR498387,SRS310463,SRX143856,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000180,ILLUMINA,Illumina MiSeq,PAIRED,WGS,RANDOM,848063.0,242546018.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR498/SRR498387/SRR498387_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR498/SRR498387,1236,Gammaproteobacteria,SRR498387_1.fastq.gz
SAMN00862209,GENOMIC,Bacteria,1173466,PRJNA159357,SRR498387,SRS310463,SRX143856,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000180,ILLUMINA,Illumina MiSeq,PAIRED,WGS,RANDOM,848063.0,242546018.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR498/SRR498387/SRR498387_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR498/SRR498387,1236,Gammaproteobacteria,SRR498387_2.fastq.gz
SAMN01730996,GENOMIC,Bacteria,1235795,PRJNA175987,SRR768718,SRS399186,SRX247135,Paenibacillus barengoltzii G22,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,3066768.0,619487136.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR768/SRR768718/SRR768718_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR768/SRR768718,91061,Bacilli,SRR768718_1.fastq.gz
SAMN01730996,GENOMIC,Bacteria,1235795,PRJNA175987,SRR768718,SRS399186,SRX247135,Paenibacillus barengoltzii G22,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,3066768.0,619487136.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR768/SRR768718/SRR768718_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR768/SRR768718,91061,Bacilli,SRR768718_2.fastq.gz
SAMN01730996,GENOMIC,Bacteria,1235795,PRJNA175987,SRR768719,SRS399186,SRX247136,Paenibacillus barengoltzii G22,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,4592856.0,927756912.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR768/SRR768719/SRR768719_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR768/SRR768719,91061,Bacilli,SRR768719_1.fastq.gz
SAMN01730996,GENOMIC,Bacteria,1235795,PRJNA175987,SRR768719,SRS399186,SRX247136,Paenibacillus barengoltzii G22,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,4592856.0,927756912.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR768/SRR768719/SRR768719_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR768/SRR768719,91061,Bacilli,SRR768719_2.fastq.gz
SAMN01730996,GENOMIC,Bacteria,1235795,PRJNA175987,SRR768720,SRS399186,SRX247135,Paenibacillus barengoltzii G22,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,3004028.0,606813656.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR768/SRR768720/SRR768720_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR768/SRR768720,91061,Bacilli,SRR768720_1.fastq.gz
SAMN01730996,GENOMIC,Bacteria,1235795,PRJNA175987,SRR768720,SRS399186,SRX247135,Paenibacillus barengoltzii G22,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,3004028.0,606813656.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR768/SRR768720/SRR768720_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR768/SRR768720,91061,Bacilli,SRR768720_2.fastq.gz
SAMN01779567,GENOMIC,Bacteria,1125698,PRJNA169471,SRR641962,SRS372024,SRX200264,Pseudomonas sp. P179,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1563982.0,315924364.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR641/SRR641962/SRR641962_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR641/SRR641962,1236,Gammaproteobacteria,SRR641962_1.fastq.gz
SAMN01779567,GENOMIC,Bacteria,1125698,PRJNA169471,SRR641962,SRS372024,SRX200264,Pseudomonas sp. P179,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1563982.0,315924364.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR641/SRR641962/SRR641962_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR641/SRR641962,1236,Gammaproteobacteria,SRR641962_2.fastq.gz
SAMN01779567,GENOMIC,Bacteria,1125698,PRJNA169471,SRR641963,SRS372024,SRX200264,Pseudomonas sp. P179,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1625200.0,328290400.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR641/SRR641963/SRR641963_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR641/SRR641963,1236,Gammaproteobacteria,SRR641963_1.fastq.gz
SAMN01779567,GENOMIC,Bacteria,1125698,PRJNA169471,SRR641963,SRS372024,SRX200264,Pseudomonas sp. P179,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1625200.0,328290400.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR641/SRR641963/SRR641963_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR641/SRR641963,1236,Gammaproteobacteria,SRR641963_2.fastq.gz
SAMN01779567,GENOMIC,Bacteria,1125698,PRJNA169471,SRR647347,SRS372024,SRX200263,Pseudomonas sp. P179,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2184956.0,441361112.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR647/SRR647347/SRR647347_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR647/SRR647347,1236,Gammaproteobacteria,SRR647347_1.fastq.gz
SAMN01779567,GENOMIC,Bacteria,1125698,PRJNA169471,SRR647347,SRS372024,SRX200263,Pseudomonas sp. P179,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2184956.0,441361112.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR647/SRR647347/SRR647347_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR647/SRR647347,1236,Gammaproteobacteria,SRR647347_2.fastq.gz
SAMN01779567,GENOMIC,Bacteria,1125698,PRJNA169471,SRR647348,SRS372024,SRX200263,Pseudomonas sp. P179,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2172303.0,438805206.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR647/SRR647348/SRR647348_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR647/SRR647348,1236,Gammaproteobacteria,SRR647348_1.fastq.gz
SAMN01779567,GENOMIC,Bacteria,1125698,PRJNA169471,SRR647348,SRS372024,SRX200263,Pseudomonas sp. P179,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2172303.0,438805206.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR647/SRR647348/SRR647348_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR647/SRR647348,1236,Gammaproteobacteria,SRR647348_2.fastq.gz
SAMN01797737,TRANSCRIPTOMIC,Eukaryota,1167199,PRJNA205058,SRR866655,SRS373687,SRX286029,Catharanthus longifolius,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,cDNA,145804737.0,29160947400.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/SRR866655/SRR866655_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR866/SRR866655,3398,Magnoliopsida,SRR866655_1.fastq.gz
SAMN01797737,TRANSCRIPTOMIC,Eukaryota,1167199,PRJNA205058,SRR866655,SRS373687,SRX286029,Catharanthus longifolius,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,cDNA,145804737.0,29160947400.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/SRR866655/SRR866655_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR866/SRR866655,3398,Magnoliopsida,SRR866655_2.fastq.gz
SAMN01816313,GENOMIC,Bacteria,1173909,PRJNA161745,SRR7219174,SRS3340138,SRX4125722,Salmonella enterica subsp. enterica serovar Newport str. JY-221A-RVX,ILLUMINA,Illumina MiSeq,PAIRED,WGS,RANDOM,735827.0,354575097.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR721/004/SRR7219174/SRR7219174_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR721/004/SRR7219174,1236,Gammaproteobacteria,SRR7219174_1.fastq.gz
SAMN01816313,GENOMIC,Bacteria,1173909,PRJNA161745,SRR7219174,SRS3340138,SRX4125722,Salmonella enterica subsp. enterica serovar Newport str. JY-221A-RVX,ILLUMINA,Illumina MiSeq,PAIRED,WGS,RANDOM,735827.0,354575097.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR721/004/SRR7219174/SRR7219174_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR721/004/SRR7219174,1236,Gammaproteobacteria,SRR7219174_2.fastq.gz
SAMN01822992,GENOMIC,Bacteria,1154778,PRJNA86147,SRR628698,SRS378388,SRX208510,Streptococcus agalactiae FSL S3-608,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2519364.0,508911528.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR628/SRR628698/SRR628698_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR628/SRR628698,91061,Bacilli,SRR628698_1.fastq.gz
SAMN01822992,GENOMIC,Bacteria,1154778,PRJNA86147,SRR628698,SRS378388,SRX208510,Streptococcus agalactiae FSL S3-608,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2519364.0,508911528.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR628/SRR628698/SRR628698_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR628/SRR628698,91061,Bacilli,SRR628698_2.fastq.gz
SAMN01920517,GENOMIC,Eukaryota,756884,PRJNA189439,SRR748121,SRS396858,SRX360475,Pan troglodytes ellioti,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,143971129.0,14685055158.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748121/SRR748121_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR748/SRR748121,40674,Mammalia,SRR748121_1.fastq.gz
SAMN01920517,GENOMIC,Eukaryota,756884,PRJNA189439,SRR748121,SRS396858,SRX360475,Pan troglodytes ellioti,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,143971129.0,14685055158.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748121/SRR748121_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR748/SRR748121,40674,Mammalia,SRR748121_2.fastq.gz
SAMN01920517,GENOMIC,Eukaryota,756884,PRJNA189439,SRR748122,SRS396858,SRX360475,Pan troglodytes ellioti,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,140399498.0,14320748796.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748122/SRR748122_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR748/SRR748122,40674,Mammalia,SRR748122_1.fastq.gz
SAMN01920517,GENOMIC,Eukaryota,756884,PRJNA189439,SRR748122,SRS396858,SRX360475,Pan troglodytes ellioti,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,140399498.0,14320748796.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748122/SRR748122_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR748/SRR748122,40674,Mammalia,SRR748122_2.fastq.gz
SAMN01920517,GENOMIC,Eukaryota,756884,PRJNA189439,SRR748123,SRS396858,SRX360475,Pan troglodytes ellioti,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,140299543.0,14310553386.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748123/SRR748123_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR748/SRR748123,40674,Mammalia,SRR748123_1.fastq.gz
SAMN01920517,GENOMIC,Eukaryota,756884,PRJNA189439,SRR748123,SRS396858,SRX360475,Pan troglodytes ellioti,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,140299543.0,14310553386.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748123/SRR748123_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR748/SRR748123,40674,Mammalia,SRR748123_2.fastq.gz
SAMN01920517,GENOMIC,Eukaryota,756884,PRJNA189439,SRR748124,SRS396858,SRX243510,Pan troglodytes ellioti,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,172434943.0,34486988600.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748124/SRR748124_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR748/SRR748124,40674,Mammalia,SRR748124_1.fastq.gz
SAMN01920517,GENOMIC,Eukaryota,756884,PRJNA189439,SRR748124,SRS396858,SRX243510,Pan troglodytes ellioti,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,172434943.0,34486988600.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748124/SRR748124_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR748/SRR748124,40674,Mammalia,SRR748124_2.fastq.gz
SAMN01923185,GENOMIC,Eukaryota,1294371,PRJNA189919,SRR800836,SRS406023,SRX257815,Saccharomyces cerevisiae YJM1434,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,28532189.0,5763502178.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR800/SRR800836/SRR800836_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR800/SRR800836,4891,Saccharomycetes,SRR800836_1.fastq.gz
SAMN01923185,GENOMIC,Eukaryota,1294371,PRJNA189919,SRR800836,SRS406023,SRX257815,Saccharomyces cerevisiae YJM1434,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,28532189.0,5763502178.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR800/SRR800836/SRR800836_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR800/SRR800836,4891,Saccharomycetes,SRR800836_2.fastq.gz
SAMN01925484,GENOMIC,Eukaryota,1356389,PRJNA179234,SRR765718,SRS398275,SRX245722,Machlolophus spilonotus,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,76690952.0,15338190400.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765718/SRR765718_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR765/SRR765718,8782,Aves,SRR765718_1.fastq.gz
SAMN01925484,GENOMIC,Eukaryota,1356389,PRJNA179234,SRR765718,SRS398275,SRX245722,Machlolophus spilonotus,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,76690952.0,15338190400.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765718/SRR765718_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR765/SRR765718,8782,Aves,SRR765718_2.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR798274,SRS404805,SRX256051,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,5286678.0,1067908956.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798274/SRR798274_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798274,155616,Tremellomycetes,SRR798274_1.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR798274,SRS404805,SRX256051,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,5286678.0,1067908956.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798274/SRR798274_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798274,155616,Tremellomycetes,SRR798274_2.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR798648,SRS404805,SRX256385,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1724133.0,348274866.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798648/SRR798648_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798648,155616,Tremellomycetes,SRR798648_1.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR798648,SRS404805,SRX256385,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1724133.0,348274866.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798648/SRR798648_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798648,155616,Tremellomycetes,SRR798648_2.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR798695,SRS404805,SRX256051,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,5334635.0,1077596270.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798695/SRR798695_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798695,155616,Tremellomycetes,SRR798695_1.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR798695,SRS404805,SRX256051,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,5334635.0,1077596270.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798695/SRR798695_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798695,155616,Tremellomycetes,SRR798695_2.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR798929,SRS404805,SRX256385,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1661520.0,335627040.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798929/SRR798929_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798929,155616,Tremellomycetes,SRR798929_1.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR798929,SRS404805,SRX256385,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1661520.0,335627040.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798929/SRR798929_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798929,155616,Tremellomycetes,SRR798929_2.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR799047,SRS404805,SRX256385,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1575272.0,318204944.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR799/SRR799047/SRR799047_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR799/SRR799047,155616,Tremellomycetes,SRR799047_1.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR799047,SRS404805,SRX256385,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1575272.0,318204944.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR799/SRR799047/SRR799047_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR799/SRR799047,155616,Tremellomycetes,SRR799047_2.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR823571,SRS404805,SRX256051,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,5436246.0,1098121692.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR823/SRR823571/SRR823571_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR823/SRR823571,155616,Tremellomycetes,SRR823571_1.fastq.gz
SAMN01932694,GENOMIC,Eukaryota,1295844,PRJNA191177,SRR823571,SRS404805,SRX256051,Cryptococcus neoformans var. grubii Bt39,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,5436246.0,1098121692.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR823/SRR823571/SRR823571_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR823/SRR823571,155616,Tremellomycetes,SRR823571_2.fastq.gz
SAMN01932698,GENOMIC,Eukaryota,1295848,PRJNA191181,SRR798131,SRS404739,SRX255946,Cryptococcus neoformans var. grubii Bt40,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1558459.0,314808718.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798131/SRR798131_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798131,155616,Tremellomycetes,SRR798131_1.fastq.gz
SAMN01932698,GENOMIC,Eukaryota,1295848,PRJNA191181,SRR798131,SRS404739,SRX255946,Cryptococcus neoformans var. grubii Bt40,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1558459.0,314808718.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798131/SRR798131_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798131,155616,Tremellomycetes,SRR798131_2.fastq.gz
SAMN01932698,GENOMIC,Eukaryota,1295848,PRJNA191181,SRR798208,SRS404739,SRX255946,Cryptococcus neoformans var. grubii Bt40,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1536164.0,310305128.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798208/SRR798208_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798208,155616,Tremellomycetes,SRR798208_1.fastq.gz
SAMN01932698,GENOMIC,Eukaryota,1295848,PRJNA191181,SRR798208,SRS404739,SRX255946,Cryptococcus neoformans var. grubii Bt40,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1536164.0,310305128.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798208/SRR798208_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798208,155616,Tremellomycetes,SRR798208_2.fastq.gz
SAMN01932698,GENOMIC,Eukaryota,1295848,PRJNA191181,SRR798237,SRS404739,SRX256029,Cryptococcus neoformans var. grubii Bt40,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,4376041.0,883960282.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798237/SRR798237_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798237,155616,Tremellomycetes,SRR798237_1.fastq.gz
SAMN01932698,GENOMIC,Eukaryota,1295848,PRJNA191181,SRR798237,SRS404739,SRX256029,Cryptococcus neoformans var. grubii Bt40,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,4376041.0,883960282.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR798/SRR798237/SRR798237_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR798/SRR798237,155616,Tremellomycetes,SRR798237_2.fastq.gz
SAMN01932698,GENOMIC,Eukaryota,1295848,PRJNA191181,SRR823300,SRS404739,SRX256029,Cryptococcus neoformans var. grubii Bt40,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,4383880.0,885543760.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR823/SRR823300/SRR823300_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR823/SRR823300,155616,Tremellomycetes,SRR823300_1.fastq.gz
